value,report_period_begin,region_name,report_period_end
2758,2011-01-01,Сибирский ФО,2011-05-01
1582,2011-01-01,г. Москва,2011-06-01
41,2011-01-01,Костромская область,2011-06-01
109,2011-01-01,Воронежская область,2011-06-01
155,2011-01-01,Астраханская область,2011-06-01
71,2011-01-01,Калужская область,2011-06-01
52,2011-01-01,Орловская область,2011-06-01
308,2011-01-01,Саратовская область,2011-06-01
209,2011-01-01,Курганская область,2011-06-01
142,2011-01-01,Вологодская область,2011-06-01
186,2011-01-01,Тверская область,2011-06-01
264,2011-01-01,Ленинградская область,2011-06-01
178,2011-01-01,Мурманская область,2011-06-01
185,2011-01-01,Оренбургская область,2011-06-01
31,2011-01-01,Рязанская область,2011-06-01
17,2011-01-01,Республика Адыгея,2011-06-01
131,2011-01-01,Республика Коми,2011-06-01
4,2011-01-01,Республика Алтай,2011-06-01
128,2011-01-01,Псковская область,2011-06-01
7,2011-01-01,Чукотский АО,2011-06-01
142,2011-01-01,Республика Дагестан,2011-06-01
764,2011-01-01,Свердловская область,2011-06-01
94,2011-01-01,Томская область,2011-06-01
44,2011-01-01,Магаданская область,2011-06-01
677,2011-01-01,Новосибирская область,2011-06-01
207,2011-01-01,Ярославская область,2011-06-01
23,2011-01-01,Республика Мордовия,2011-06-01
103,2011-01-01,Кабардино-Балкарская Респ.,2011-06-01
110,2011-01-01,Республика Карелия,2011-06-01
52,2011-01-01,Сахалинская область,2011-06-01
51,2011-01-01,Республика Марий Эл,2011-06-01
621,2011-01-01,Челябинская область,2011-06-01
64,2011-01-01,Липецкая область,2011-06-01
72,2011-01-01,Республика Бурятия,2011-06-01
62,2011-01-01,Новгородская  область,2011-06-01
420,2011-01-01,Республика Башкортостан,2011-06-01
28,2011-01-01,Республика Калмыкия,2011-06-01
35,2011-01-01,Республика Сев. Осетия-Алания,2011-06-01
49,2011-01-01,Республика Ингушетия,2011-06-01
286,2011-01-01,Тульская область,2011-06-01
137,2011-01-01,Ульяновская область,2011-06-01
350,2011-01-01,Иркутская область,2011-06-01
29,2011-01-01,Республика Тыва,2011-06-01
33,2011-01-01,Республика Хакасия,2011-06-01
58,2011-01-01,Республика Саха (Якутия),2011-06-01
32,2011-01-01,Еврейская АО,2011-06-01
828,2011-01-01,Красноярский край,2011-06-01
82,2011-01-01,Пензенская область,2011-06-01
537,2011-01-01,Республика Татарстан,2011-06-01
49,2011-01-01,Чувашская Республика,2011-06-01
238,2011-01-01,Удмуртская Республика,2011-06-01
28,2011-01-01,Камчатский край,2011-06-01
20,2011-01-01,Карачаево-Черкесская Респ.,2011-06-01
53,2011-01-01,Чеченская Республика,2011-06-01
423,2011-01-01,Пермский край,2011-06-01
66,2011-01-01,Забайкальский край,2011-06-01
204,2011-01-01,Тверская область,2011-07-01
242,2011-01-01,Ставропольский край,2011-07-01
97,2011-01-01,Калужская область,2011-07-01
2410,2011-01-01,Уральский ФО,2011-06-01
4865,2011-01-01,Центральный ФО,2011-06-01
381,2011-01-01,Краснодарский край,2011-07-01
187,2011-01-01,Калининградская область,2011-07-01
280,2011-01-01,Приморский край,2011-07-01
243,2011-01-01,Ивановская область,2011-07-01
798,2011-01-01,Новосибирская область,2011-07-01
4235,2011-01-01,Приволжский ФО,2011-06-01
58,2011-01-01,Республика Марий Эл,2011-07-01
343,2011-01-01,Волгоградская область,2011-07-01
1223,2011-01-01,Южный ФО,2011-06-01
224,2011-01-01,Смоленская область,2011-07-01
46,2011-01-01,Костромская область,2011-07-01
3321,2011-01-01,Сибирский ФО,2011-06-01
954,2011-01-01,Красноярский край,2011-07-01
491,2011-01-01,Омская область,2011-07-01
170,2011-01-01,Ульяновская область,2011-07-01
174,2011-01-01,Астраханская область,2011-07-01
105,2011-01-01,Архангельская область,2011-07-01
175,2011-01-01,Вологодская область,2011-07-01
1670,2011-01-01,Московская область,2011-07-01
33,2011-01-01,Республика Мордовия,2011-07-01
102,2011-01-01,Тамбовская область,2011-07-01
33,2011-01-01,Республика Калмыкия,2011-07-01
599,2011-01-01,Северо-Кавказский ФО,2011-06-01
239,2011-01-01,Хабаровский край,2011-07-01
0,2011-01-01,Ненецкий АО,2011-07-01
40,2011-01-01,Белгородская область,2011-07-01
386,2011-01-01,Тюменская область,2011-07-01
524,2011-01-01,Кемеровская область-Кузбасс,2011-07-01
144,2011-01-01,Воронежская область,2011-07-01
211,2011-01-01,Мурманская область,2011-07-01
137,2011-01-01,Томская область,2011-07-01
128,2011-01-01,Республика Карелия,2011-07-01
70,2011-01-01,Амурская область,2011-07-01
430,2011-01-01,Ханты-Мансийский АО,2011-07-01
1375,2011-01-01,Самарская область,2011-07-01
87,2011-01-01,Брянская область,2011-07-01
25708,2011-01-01,Российская Федерация,2011-07-01
69,2011-01-01,Новгородская  область,2011-07-01
3165,2011-01-01,Северо-Западный ФО,2011-06-01
606,2011-01-01,Нижегородская область,2011-07-01
343,2011-01-01,Тульская область,2011-07-01
722,2011-01-01,Дальневосточный ФО,2011-06-01
164,2011-01-01,Республика Коми,2011-07-01
403,2011-01-01,Иркутская область,2011-07-01
149,2011-01-01,Ямало-Ненецкий АО,2011-07-01
327,2011-01-01,Владимирская область,2011-07-01
345,2011-01-01,Алтайский край,2011-07-01
58,2011-01-01,Кировская область,2011-07-01
69,2011-01-01,Кировская область,2011-08-01
253,2011-01-01,Курганская область,2011-07-01
184,2011-01-01,Республика Дагестан,2011-07-01
2849,2011-01-01,Уральский ФО,2011-07-01
314,2011-01-01,Приморский край,2011-08-01
1437,2011-01-01,Южный ФО,2011-07-01
156,2011-01-01,Псковская область,2011-07-01
59,2011-01-01,Чувашская Республика,2011-07-01
65,2011-01-01,Магаданская область,2011-07-01
247,2011-01-01,Тверская область,2011-08-01
232,2011-01-01,Ярославская область,2011-07-01
61,2011-01-01,Сахалинская область,2011-07-01
491,2011-01-01,Пермский край,2011-07-01
35,2011-01-01,Республика Тыва,2011-07-01
30,2011-01-01,Курская область,2011-07-01
123,2011-01-01,Кабардино-Балкарская Респ.,2011-07-01
63,2011-01-01,Республика Саха (Якутия),2011-07-01
273,2011-01-01,Ставропольский край,2011-08-01
487,2011-01-01,Ростовская область,2011-07-01
19,2011-01-01,Республика Адыгея,2011-07-01
1957,2011-01-01,г. Москва,2011-07-01
889,2011-01-01,Свердловская область,2011-07-01
126,2011-01-01,Калужская область,2011-08-01
237,2011-01-01,Оренбургская область,2011-07-01
53,2011-01-01,Республика Ингушетия,2011-07-01
281,2011-01-01,Удмуртская Республика,2011-07-01
3888,2011-01-01,Сибирский ФО,2011-07-01
43,2011-01-01,Республика Сев. Осетия-Алания,2011-07-01
2437,2011-01-01,г. Санкт-Петербург,2011-07-01
5,2011-01-01,Республика Алтай,2011-07-01
33,2011-01-01,Камчатский край,2011-07-01
35,2011-01-01,Рязанская область,2011-07-01
37,2011-01-01,Еврейская АО,2011-07-01
58,2011-01-01,Орловская область,2011-07-01
553,2011-01-01,Республика Башкортостан,2011-07-01
411,2011-01-01,Алтайский край,2011-08-01
857,2011-01-01,Дальневосточный ФО,2011-07-01
742,2011-01-01,Челябинская область,2011-07-01
37,2011-01-01,Республика Хакасия,2011-07-01
